PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
NC0464314,NEW DIXIE MART  NO 19,Transient non-community system,Ground water,Nash,WHITAKERS,500,5,25,22
NC3017018,NEW EPHESUS BAPTIST CHURCH,Transient non-community system,Ground water,Caswell,RUFFIN,75,3,16,12
NC0113504,NEW GILEAD REFORMED UCC,Transient non-community system,Ground water,Cabarrus,CONCORD,50,3,2,11
NC0155579,NEW GRACE BAPTIST CHURCH,Transient non-community system,Ground water,Lincoln,IRON STATION,50,3,14,22
NC0239422,NEW GRASSY CREEK BAPT CHURCH,Transient non-community system,Ground water,Granville,OXFORD,175,4,14,14
NC7065019,NEW HANOVER COUNTY LANDFILL,Transient non-community system,Ground water,New Hanover,WILMINGTON,100,4,3,9
NC0136752,NEW HEIGHTS BAPTIST CHURCH,Transient non-community system,Ground water,Gaston,HIGH SHOALS,35,3,0,25
NC0299523,NEW HOME METHODIST CHURCH,Transient non-community system,Ground water,Yadkin,EAST BEND,25,3,7,14
NC0424760,NEW HOPE BAPT CHURCH,Transient non-community system,Ground water,Columbus,BOLTON,50,4,0,13
NC0149436,NEW HOPE BAPTIST CH,Transient non-community system,Ground water,Iredell,STATESVILLE,130,5,25,35
NC0118783,NEW HOPE BAPTIST CHURCH,Transient non-community system,Ground water,Catawba,VALE,100,3,33,71
NC0197468,NEW HOPE BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,PURLEAR,80,3,16,9
NC0138440,NEW HOPE BAPTIST CHURCH,Transient non-community system,Ground water,Graham,ROBBINSVILLE,25,3,11,7
NC0286656,NEW HOPE BAPTIST CHURCH,Transient non-community system,Ground water,Surry,DOBSON,100,3,14,9
NC0180628,NEW HOPE BAPTIST CHURCH-SALISBURY,Transient non-community system,Ground water,Rowan,SALISBURY,400,4,0,22
NC0136421,NEW HOPE CHURCH OF GOD,Transient non-community system,Ground water,Gaston,GASTONIA,50,3,10,36
NC0136753,NEW HOPE MARINE,Transient non-community system,Ground water,Gaston,GASTONIA,25,3,3,29
NC0118738,NEW HOPE MORAVIAN CHURCH,Transient non-community system,Ground water,Catawba,NEWTON,50,3,1,15
NC0319433,NEW HOPE OVERLOOK,Transient non-community system,Ground water,Chatham,PITTSBORO,100,4,5,12
NC0136610,NEW HOPE VOL FIRE DEPT,Transient non-community system,Ground water,Gaston,BELMONT,25,4,9,37
NC4035002,NEW HOPE WORSHIP CENTER,Transient non-community system,Ground water,Franklin,LOUISBURG,120,3,104,18
NC4068011,NEW HORIZON CHURCH,Transient non-community system,Ground water,Orange,DURHAM,250,5,0,8
NC1056018,NEW HORIZON FELLOWSHIP CHURCH,Transient non-community system,Ground water,McDowell,MARION,125,4,3,13
NC0239421,NEW JOHNATHAN CRK BAPT CHURCH,Transient non-community system,Ground water,Granville,OAK HILL,75,3,22,9
NC0279672,NEW LEBANON CHRISTIAN CHURCH,Transient non-community system,Ground water,Rockingham,REIDSVILLE,25,4,21,14
NC0286597,NEW LIFE BAPTIST CHURCH,Transient non-community system,Ground water,Surry,MT AIRY,25,3,3,11
NC0190578,NEW LIFE BAPTIST CHURCH,Transient non-community system,Ground water,Union,MONROE,25,3,17,19
NC7010012,NEW LIFE BAPTIST CHURCH,Transient non-community system,Ground water,Brunswick,ASH,50,3,9,9
NC4092196,NEW LIFE CAMP,Transient non-community system,Ground water,Wake,RALEIGH,250,3,0,2
NC4092117,NEW LIFE CHURCH,Transient non-community system,Ground water,Wake,WAKE FOREST,100,4,53,10
NC0197605,NEW LIGHT BAPTIST CHURCH  NO 2,Transient non-community system,Ground water,Wilkes,MILLERS CREEK,45,4,5,9
NC0299519,NEW PATTERSON GROVE FAITH CH,Transient non-community system,Ground water,Yadkin,EAST BEND,25,3,8,7
NC0149481,NEW PROSPECT BAPT CHURCH,Transient non-community system,Ground water,Iredell,UNION GROVE,100,3,11,36
NC0118732,NEW PROSPECT BAPTIST CHURCH,Transient non-community system,Ground water,Catawba,SHERRILLS FORD,75,3,3,16
NC0392464,NEW PROVIDENCE BAPTIST CH,Transient non-community system,Ground water,Wake,FUQUAY-VARINA,75,3,15,11
NC2055008,NEW PROVIDENCE FULL GOSPEL CHU,Transient non-community system,Ground water,Lincoln,CROUSE,100,3,0,16
NC0332586,NEW RED MTN BAPTIST CHURCH,Transient non-community system,Ground water,Durham,ROUGEMONT,200,4,14,8
NC0103449,NEW RIVER COUNTRY CLUB,Transient non-community system,Ground water,Alleghany,SPARTA,30,2,9,14
NC3003006,NEW RIVER ST PARK-KINGS CREEK,Transient non-community system,Ground water,Alleghany,,25,2,2,4
NC0105468,NEW RIVER ST PARK-NO 3,Transient non-community system,Ground water,Ashe,JEFFERSON,25,4,9,8
NC3005007,NEW RIVER ST PARK-US 221  NO 4,Transient non-community system,Ground water,Ashe,,25,4,2,5
NC0105409,NEW RIVER ST PARK-WAGONER ROAD,Transient non-community system,Ground water,Ashe,JEFFERSON,40,3,2,16
NC0291462,NEW SANDY CREEK BAPTIST CH,Transient non-community system,Ground water,Vance,HENDERSON,100,8,14,15
NC0498415,NEW SANDY HILL FWB CHURCH,Transient non-community system,Ground water,Wilson,BAILEY,80,3,11,16
NC0368403,NEW SHARON UNITED METHODIST CHURCH,Transient non-community system,Ground water,Orange,HILLSBOROUGH,25,4,65,20
NC0201515,NEW SOUTH INC--OFFICE WELL,Transient non-community system,Ground water,Alamance,GRAHAM,25,3,3,14
NC0113525,NEW TESTAMENT INDEPENDENT BAPT,Transient non-community system,Ground water,Cabarrus,KANNAPOLIS,40,5,26,29
NC0155580,NEW VISION MINISTRIES,Transient non-community system,Ground water,Lincoln,LINCOLNTON,275,5,85,35
NC0442496,NEW YORKER MOTEL,Transient non-community system,Ground water,Halifax,WELDON,50,3,16,17
NC0180428,NEW ZION BAPTIST CHURCH,Transient non-community system,Ground water,Rowan,SALISBURY,165,4,18,20
NC0111411,NEWFOUND BAPTIST CHURCH,Transient non-community system,Ground water,Buncombe,ASHEVILLE,200,3,12,15
NC0157550,NEWMAN`S CHAPEL BAPTIST CHURCH,Transient non-community system,Ground water,Macon,OTTO,120,4,23,19
NC0416493,NEWPORT FLEA MALL,Transient non-community system,Ground water,Carteret,NEWPORT,150,6,34,12
NC3029002,NEWSOM MHP CAMPGROUND,Transient non-community system,Ground water,Davidson,DENTON,74,5,21,29
NC2090012,NICEY GROVE MISSIONARY BAPTIST CH,Transient non-community system,Ground water,Union,WINGATE,125,3,58,23
NC0498417,NOBLES CHAPEL BAPTIST CHURCH,Transient non-community system,Ground water,Wilson,SIMS,60,6,24,15
NC0155490,NORMAN`S GRILL,Transient non-community system,Ground water,Lincoln,VALE,150,4,8,24
NC0136808,NORTH BELMONT PARK,Transient non-community system,Ground water,Gaston,GASTONIA,25,5,9,28
NC0100464,NORTH BEND FWB CHURCH,Transient non-community system,Ground water,Yancey,GREEN MOUNTAIN,60,6,0,15
NC0155526,NORTH BROOK BAPTIST CHURCH,Transient non-community system,Ground water,Lincoln,CHERRYVILLE,140,3,0,19
NC7065049,NORTH CAROLINA KENWORTH,Transient non-community system,Ground water,New Hanover,WILMINGTON,50,4,0,5
NC0465614,NORTH COLLEGE PLAZA,Transient non-community system,Ground water,New Hanover,CASTLE HAYNE,50,4,3,9
NC0156571,NORTH COVE TRUCK SERVICE,Transient non-community system,Ground water,McDowell,MARION,40,3,8,15
NC3099013,NORTH OAK RIDGE BAPTIST CHURCH,Transient non-community system,Ground water,Yadkin,BOONVILLE,85,4,19,15
NC0368466,NORTH ORANGE HUMAN SERVICES CT,Transient non-community system,Ground water,Orange,HILLSBOROUGH,50,8,46,18
NC0188461,NORTH TOXAWAY BAPTIST CHURCH,Transient non-community system,Ground water,Transylvania,LAKE TOXAWAY,160,4,5,12
NC3041091,NORTHEAST PARK CONCESSIONS,Transient non-community system,Ground water,Guilford,,100,3,7,6
NC3041093,NORTHEAST PARK FARMHOUSE,Transient non-community system,Ground water,Guilford,,100,3,7,6
NC3041092,NORTHEAST PARK IRRIGATION POND,Transient non-community system,Ground water,Guilford,,100,3,16,9
NC0332469,NORTHERN FWB CHURCH,Transient non-community system,Ground water,Durham,BAHAMA,130,4,9,8
NC0465544,NORTHGATE BUSINESS PARK,Transient non-community system,Ground water,New Hanover,WILMINGTON,25,3,80,16
NC2080070,NORTHGATE CHURCH,Transient non-community system,Ground water,Rowan,,50,3,3,14
NC0234497,NORTHSIDE BAPTIST CHURCH,Transient non-community system,Ground water,Forsyth,WINSTON SALEM,25,3,3,7
NC4019023,NORTHWEST PARK,Transient non-community system,Ground water,Chatham,,50,3,2,8
NC0105501,NORTHWEST TRADING POST,Transient non-community system,Ground water,Ashe,DEEP GAP,200,6,3,21
NC0184445,NORWOOD CAMPING RESORT,Transient non-community system,Ground water,Stanly,NORWOOD,25,6,5,36
NC0145577,OAK FOREST BAPTIST CHURCH,Transient non-community system,Ground water,Henderson,FLETCHER,100,4,9,11
NC0136927,OAK GROVE AME ZION CHURCH,Transient non-community system,Ground water,Gaston,CHERRYVILLE,35,4,5,28
NC0144531,OAK GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Haywood,CLYDE,100,3,6,11
NC0235491,OAK GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Franklin,YOUNGSVILLE,100,5,14,14
NC0195496,OAK GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Watauga,BOONE,25,3,5,12
NC0106443,OAK GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Avery,NEWLAND,150,3,5,16
NC0188567,OAK GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Transylvania,LAKE TOXAWAY,80,3,8,10
NC0299406,OAK GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Yadkin,HAMPTONVILLE,50,4,19,11
NC0273466,OAK GROVE UMC,Transient non-community system,Ground water,Person,ROXBORO,80,3,15,13
NC0180702,OAK GROVE UMC,Transient non-community system,Ground water,Rowan,CHINA GROVE,55,3,11,24
NC0197571,OAK LEVEL BAPTIST CHURCH-WILKES CO,Transient non-community system,Ground water,Wilkes,ELKIN,25,4,12,12
NC0464516,OAK LEVEL CAFE,Transient non-community system,Ground water,Nash,ROCKY MOUNT,100,4,14,10
NC0285441,OAK RIDGE BAPTIST CHURCH,Transient non-community system,Ground water,Stokes,SANDY RIDGE,50,4,12,12
NC0241421,OAK RIDGE FIRST BAPT CH,Transient non-community system,Ground water,Guilford,OAK RIDGE,25,3,20,13
NC0241711,OAK RIDGE PRESBYTERIAN CHURCH,Transient non-community system,Ground water,Guilford,OAK RIDGE,25,3,4,11
NC0241491,OAK RIDGE SWIM CLUB,Transient non-community system,Ground water,Guilford,OAK RIDGE,50,4,23,19
NC1081006,OAK SPRINGS BAPTIST CHURCH,Transient non-community system,Ground water,Rutherford,RUTHERFORDTON,100,4,31,15
NC0326437,OAKGROVE PENTECOSTAL FWB CH,Transient non-community system,Ground water,Cumberland,STEDMAN,100,3,77,17
NC4064014,OAKLAND GROVE,Transient non-community system,Ground water,Nash,NASHVILLE,57,3,7,13
NC3017039,OAKVIEW CORNER,Transient non-community system,Ground water,Caswell,,25,3,19,11
NC0363497,OCCONEECHEE SCOUT RESERVATION,Transient non-community system,Ground water,Moore,CARTHAGE,500,5,19,21
NC1050008,OCHRE HILL BAPTIST CHURCH,Transient non-community system,Ground water,Jackson,SYLVA,25,3,10,20
NC0157487,OLD CORUNDUM MILL CAMPGROUND,Transient non-community system,Ground water,Macon,FRANKLIN,95,3,23,17
NC0273403,OLD COUNTRY CLUB STEAK HOUSE,Transient non-community system,Ground water,Person,ROXBORO,170,5,8,12
NC0424846,OLD DOCK UMC,Transient non-community system,Ground water,Columbus,WHITEVILLE,90,3,9,8
NC0105472,OLD GLENDALE SCHOOLHOUSE,Transient non-community system,Ground water,Ashe,GLENDALE SPRING,25,3,31,11
NC0111512,OLD NEWFOUND GROCERY,Transient non-community system,Ground water,Buncombe,LEICESTER,100,4,6,12
NC0299551,OLD STAGE GRILL,Transient non-community system,Ground water,Yadkin,YADKINVILLE,25,5,39,28
NC0188589,OLD TOXAWAY BAPTIST CHURCH,Transient non-community system,Ground water,Transylvania,ROSMAN,50,3,6,6
NC0410492,OLDE BRUNSWICK TWN-FTANDERSON,Transient non-community system,Ground water,Brunswick,WINNABOW,25,4,11,18
NC0410569,OLDE FORT GOLF COURSE,Transient non-community system,Ground water,Brunswick,WINNABOW,50,3,29,10
NC1045044,OLETA FALLS LODGE,Transient non-community system,Ground water,Henderson,HENDERSONVILLE,75,2,2,4
NC0332526,OLIVE BRANCH BAPTIST CHURCH,Transient non-community system,Ground water,Durham,DURHAM,100,2,14,12
NC2090013,OLIVE BRANCH BAPTIST CHURCH,Transient non-community system,Ground water,Union,MARSHVILLE,50,3,5,10
NC0273421,OLIVE BRANCH BAPTIST CHURCH,Transient non-community system,Ground water,Person,ROXBORO,120,3,8,11
NC0190460,OLIVE BRANCH MISSIONARY BAPT,Transient non-community system,Ground water,Union,MARSHVILLE,50,9,25,27
NC0392448,OLIVE CHAPEL BAPTIST CHURCH,Transient non-community system,Ground water,Wake,APEX,200,4,6,11
NC0285446,OLIVE GROVE BAPT CHURCH,Transient non-community system,Ground water,Stokes,PINNACLE,110,3,12,11
NC0118587,OLIVET BAPTIST CHURCH,Transient non-community system,Ground water,Catawba,CATAWBA,200,5,17,40
NC0416510,OPEN DOOR BAPTIST CHURCH,Transient non-community system,Ground water,Carteret,MOREHEAD CITY,50,4,7,9
NC2018019,OPEN WORD HOLINESS CHURCH,Transient non-community system,Ground water,Catawba,,65,3,0,5
NC0368451,ORANGE CHAPEL UMC,Transient non-community system,Ground water,Orange,CHAPEL HILL,110,4,27,17
NC1056024,"ORCHARD AT ALTAPASS, THE",Transient non-community system,Ground water,McDowell,SPRUCE PINE,125,3,3,8
NC0175475,ORCHARD LAKE CAMPGROUND,Transient non-community system,Ground water,Polk,SALUDA,280,3,26,10
NC0145578,ORCHARD TRACE GOLF COURSE,Transient non-community system,Ground water,Henderson,HENERSONVILLE,50,3,14,13
NC0180486,ORGAN LUTHERAN CHURCH,Transient non-community system,Ground water,Rowan,SALISBURY,90,5,1,18
NC0188521,OSTERIA DEL MONTE RESTAURANT,Transient non-community system,Ground water,Transylvania,SAPPHIRE,100,3,9,16
NC0149413,OSTWALT BAPT CHURCH,Transient non-community system,Ground water,Iredell,TROUTMAN,150,4,40,49
NC4035027,OUR LADY OF THE ROSARY,Transient non-community system,Ground water,Franklin,LOUISBURG,75,3,0,2
NC0241482,OUT OF DOORS MART,Transient non-community system,Ground water,Guilford,COLFAX,25,3,12,13
NC0416529,OUTER ISLAND GENERAL STORE,Transient non-community system,Ground water,Carteret,OTWAY,400,4,10,21
NC0138425,OUTLAND GAS & GROCERY,Transient non-community system,Ground water,Graham,ROBBINSVILLE,25,3,10,9
NC0112570,OUTWARD BOUND TABLE ROCK BASE,Transient non-community system,Ground water,Burke,MORGANTON,25,8,31,12
NC3095031,OVER YONDER,Transient non-community system,Ground water,Watauga,VALLE CRUSIS,25,3,5,5
NC0118663,OXFORD BAPTIST CHURCH,Transient non-community system,Ground water,Catawba,CONOVER,200,3,3,19
NC0102548,OXFORD MEMORIAL BAPT CH,Transient non-community system,Ground water,Alexander,TAYLORSVILLE,200,4,0,19
NC7016015,OYSTER POINT/DUNCAN`S LANDING,Transient non-community system,Ground water,Carteret,NEWPORT,50,5,22,14
NC0299556,O`HENRY`S RESTAURANT,Transient non-community system,Ground water,Yadkin,EAST BEND,25,3,30,15
NC0187576,PADDLE INN RAFTING,Transient non-community system,Ground water,Swain,BRYSON CITY,100,5,20,21
NC1012008,PADDY`S CREEK CAMPGROUND,Transient non-community system,Ground water,Burke,NEBO,104,3,3,12
NC0158475,PAINT FORK BAPTIST CHURCH,Transient non-community system,Ground water,Madison,MARS HILL,45,4,25,12
NC0155505,PALM TREE METHODIST CHURCH,Transient non-community system,Ground water,Lincoln,VALE,60,4,2,21
NC0138432,PANTHER CREEK BAPTIST CHURCH,Transient non-community system,Ground water,Graham,ROBBINSVILLE,25,3,35,8
NC0188578,PANTHERTOWN CAFE,Transient non-community system,Ground water,Transylvania,LAKE TOXAWAY,100,3,6,8
NC0392855,PAR GOLF,Transient non-community system,Ground water,Wake,RALEIGH,50,3,20,18
NC2036031,PAR SALES AUCTIONS,Transient non-community system,Ground water,Gaston,DALLAS,25,5,0,4
NC1088036,PARI VISITOR'S CENTER,Transient non-community system,Ground water,Transylvania,ROSMAN,25,2,0,3
NC1057018,PARKER MEADOWS WELL #1,Transient non-community system,Ground water,Macon,FRANKLIN,200,3,1,4
NC1057019,PARKER MEADOWS WELL #2,Transient non-community system,Ground water,Macon,,200,3,1,4
NC0471455,PARKERS BBQ & CATERING,Transient non-community system,Ground water,Pender,WATHA,100,4,11,8
NC0241553,PARKERS RESTAURANT,Transient non-community system,Ground water,Guilford,STOKESDALE,50,3,72,15
NC0382603,PARKERSBURG BAPTIST CHURCH,Transient non-community system,Ground water,Sampson,GARLAND,60,4,5,15
NC0276530,PARKS CROSS ROADS CHRISTIAN CH,Transient non-community system,Ground water,Randolph,RAMSEUR,25,2,2,9
NC3097005,PARSON`S QUICK STOP,Transient non-community system,Ground water,Wilkes,ROARING RIVER,25,3,10,11
NC1000015,PATIENCE PARK POOL,Transient non-community system,Ground water,Yancey,BURNSVILLE,30,4,2,4
NC0465459,PAT`S TIRE SERVICE,Transient non-community system,Ground water,New Hanover,WILMINGTON,50,3,7,15
NC0392535,PAULS CASH GROCERY,Transient non-community system,Ground water,Wake,RALEIGH,150,4,19,12
NC4068010,PAWS4EVER,Transient non-community system,Ground water,Orange,MEBANE,60,3,6,16
NC7065069,"PBSRE-WLM, LLC",Transient non-community system,Ground water,New Hanover,WILMINGTON,50,4,0,3
NC0175424,PEA RIDGE BAPTIST CHURCH,Transient non-community system,Ground water,Polk,MILL SPRING,100,4,0,13
NC3099003,PEACE HAVEN BAPTIST CHURCH,Transient non-community system,Ground water,Yadkin,YADKINVILLE,800,4,19,14
NC0383457,PEACE TRUE HOLINESS CHURCH,Transient non-community system,Ground water,Scotland,GIBSON,75,3,27,15
NC0239441,PEACES CHAPEL BAPTIST CHURCH,Transient non-community system,Ground water,Granville,KITRELL,150,3,13,14
NC0464522,PEACHTREE BAPTIST CHURCH,Transient non-community system,Ground water,Nash,SPRING HOPE,60,3,10,8
NC0464125,PEACHTREE HILLS GOLF CLUB,Transient non-community system,Ground water,Nash,SPRING HOPE,50,2,11,16
NC0235493,PEARCE BAPTIST CHURCH,Transient non-community system,Ground water,Franklin,ZEBULON,85,3,2,15
NC0155511,PEARL BAPTIST CHURCH,Transient non-community system,Ground water,Lincoln,IRON STATION,250,6,6,27
NC0175433,PENIEL BAPTIST CHURCH,Transient non-community system,Ground water,Polk,COLUMBUS,100,3,0,15
NC0382605,PENIEL HOLINESS CHURCH,Transient non-community system,Ground water,Sampson,ROSEBORO,60,3,10,19
NC0285400,PENIEL PENTECOSTAL HOLINESS CH,Transient non-community system,Ground water,Stokes,WALNUT COVE,60,4,15,13
NC0102550,PERRY LOWE APPLEHOUSE,Transient non-community system,Ground water,Alexander,TAYLORSVILLE,25,3,16,12
NC0235555,PERRY`S MISSIONARY BAPT CHURCH,Transient non-community system,Ground water,Franklin,LOUISBURG,50,3,45,19
NC0273462,PERSON CASWELL LAKE AUTH/B-HOU,Transient non-community system,Ground water,Person,LEASBURG,60,3,8,11
NC0273459,PERSON CASWELL LAKE AUTH/NEW O,Transient non-community system,Ground water,Person,LEASBURG,60,3,15,10
NC0273460,PERSON CASWELL LAKE AUTH/OLD O,Transient non-community system,Ground water,Person,LEASBURG,60,3,22,13
NC0273461,PERSON CASWELL LAKE AUTH/SHOP,Transient non-community system,Ground water,Person,LEASBURG,100,3,6,13
NC0326929,PETERS CREEK BAPTIST CHURCH,Transient non-community system,Ground water,Cumberland,ROSEBORO,35,3,58,27
NC0285442,PETERS CREEK BAPTIST CHURCH,Transient non-community system,Ground water,Stokes,LAWSONVILLE,150,4,10,11
NC0494426,PETTIGREW STATE PARK,Transient non-community system,Ground water,Washington,CRESWELL,50,4,4,19
NC0180495,PHANIELS BAPTIST CHURCH,Transient non-community system,Ground water,Rowan,ROCKWELL,40,4,8,22
NC0471300,PHEONIX MART NO 755,Transient non-community system,Ground water,Pender,BURGAW,200,3,3,11
NC0190503,PHILADELPHIA BAPT CHURCH,Transient non-community system,Ground water,Union,MARSHVILLE,25,4,5,13
NC2084011,PHILADELPHIA BAPTIST CHURCH,Transient non-community system,Ground water,Stanly,,25,3,0,10
NC0136754,PHILADELPHIA EVANGELICAL LUTH,Transient non-community system,Ground water,Gaston,DALLAS,85,3,3,25
NC0201473,PHILLIPS CHAPEL METHODIST CH,Transient non-community system,Ground water,Alamance,GRAHAM,80,3,14,9
NC2080042,PIEDMONT BAPTIST CHURCH,Transient non-community system,Ground water,Rowan,,200,4,11,32
NC0241502,PIEDMONT DRAGWAY,Transient non-community system,Ground water,Guilford,JULIAN,25,5,18,16
NC1081013,PIEDMONT SCOUT RESERVATION  NO 1,Transient non-community system,Ground water,Rutherford,RUTHERFORDTON,30,3,7,10
NC1081014,PIEDMONT SCOUT RESERVATION  NO 2,Transient non-community system,Ground water,Rutherford,RUTHERFORDTON,100,3,14,11
NC1081026,PIEDMONT SCOUT RESERVATION NO 3,Transient non-community system,Ground water,Rutherford,RUTHERFORDTON,50,3,1,3
NC0160878,PIER 49 MARINA,Transient non-community system,Ground water,Mecklenburg,CHARLOTTE,25,3,67,26
NC2036028,PIES & SIDES,Transient non-community system,Ground water,Gaston,MT. HOLLY,50,3,2,23
NC0102571,PILGRIM BAPTIST CHURCH,Transient non-community system,Ground water,Alexander,HIDDENITE,70,4,9,27
NC5082014,PILGRIM REST MISSIONARY BAPTIST CHURCH,Transient non-community system,Ground water,Sampson,IVANHOE,75,3,0,7
NC0286550,PILOT KNOB PARK INC  NO 1,Transient non-community system,Ground water,Surry,PILOT MTN,25,3,16,12
NC0286483,PILOT MOUNTAIN ST PK CAMPGROUND,Transient non-community system,Ground water,Surry,PINNACLE,800,10,6,43
NC0180736,PILOT TRAVEL CENTERS,Transient non-community system,Ground water,Rowan,SALISBURY,54,6,2,24
NC0299504,PILOT VIEW FRIENDS CHURCH,Transient non-community system,Ground water,Yadkin,YADKINVILLE,25,3,8,16
NC0113416,PINE GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Cabarrus,HARRISBURG,25,4,26,21
NC0157476,PINE GROVE BAPTIST CHURCH - NORTH,Transient non-community system,Ground water,Macon,FRANKLIN,60,4,6,15
NC3086010,PINE HILL CHURCH,Transient non-community system,Ground water,Surry,ARARAT,125,4,10,12
NC0383410,PINE LAKE CAMPGROUND,Transient non-community system,Ground water,Scotland,WAGRAM,40,3,58,37
NC0286661,PINE RIDGE BAPTIST CHURCH,Transient non-community system,Ground water,Surry,LOWGAP,75,3,3,8
NC0235502,PINE RIDGE BAPTIST CHURCH,Transient non-community system,Ground water,Franklin,ZEBULON,100,5,32,14
NC2080050,PINE RIDGE STORE,Transient non-community system,Ground water,Rowan,SALISBURY,28,3,10,23
NC0136755,PINEBROOK SWIM CLUB,Transient non-community system,Ground water,Gaston,BELMONT,50,3,24,37
NC0106447,PINEOLA BAPT CHURCH,Transient non-community system,Ground water,Avery,PINEOLA,40,3,13,24
NC0106449,PINEOLLA INN,Transient non-community system,Ground water,Avery,PINEOLA,42,3,10,14
NC3003009,PINEY CREEK GENERAL STORE,Transient non-community system,Ground water,Alleghany,,25,3,7,11
NC0114507,PINEY GROVE BAPT CHURCH,Transient non-community system,Ground water,Caldwell,PATTERSON,140,3,0,11
NC0190566,PINEY GROVE BAPTIST CH WEST,Transient non-community system,Ground water,Union,WAXHAW,50,3,63,25
NC3097006,PINEY GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,TRAPHILL,50,3,4,7
NC0382609,PINEY GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Sampson,FAISON,100,3,8,14
NC4092195,PINEY GROVE BAPTIST CHURCH ANNEX,Transient non-community system,Ground water,Wake,FUQUAY VARINA,100,3,0,2
NC0190470,PINEY GROVE EAST MISSIONARY BAPT CHURCH,Transient non-community system,Ground water,Union,MARSHVILLE,25,3,14,19
NC0319473,PINEY GROVE UMC,Transient non-community system,Ground water,Chatham,SILER CITY,65,3,9,7
NC0181502,PINEY KNOB BAPTIST CHURCH,Transient non-community system,Ground water,Rutherford,UNION MILLS,100,4,38,11
NC0111440,PINEY MOUNTAIN BAPTIST CHURCH,Transient non-community system,Ground water,Buncombe,WEAVERVILLE,100,3,19,16
NC0184452,PINEY POINT GOLF CLUB,Transient non-community system,Ground water,Stanly,NORWOOD,25,3,20,16
NC0197464,PINEY RIDGE BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,MILLERS CREEK,25,3,6,10
NC0156455,PINNACLE MISSIONARY BAPT CH,Transient non-community system,Ground water,McDowell,MARION,75,3,18,15
NC0286660,PINNACLE VIEW BAPTIST CHURCH,Transient non-community system,Ground water,Surry,PINNACLE,25,5,8,10
NC0285520,PINTOS CAFE,Transient non-community system,Ground water,Stokes,LAWSONVILLE,25,3,81,9
NC0188535,PISGAH ASTRONOMICAL RESEARCH INSTITUTE,Transient non-community system,Ground water,Transylvania,ROSMAN,50,11,4,12
NC0188440,PISGAH CTR FOR WILDLIFE EDUCAT,Transient non-community system,Ground water,Transylvania,PISGAH FOREST,100,4,0,11
NC0188518,PISGAH GIRL SCOUT CAMP,Transient non-community system,Ground water,Transylvania,BREVARD,180,6,15,15
NC0118588,PISGAH UNITED METHODIST CH,Transient non-community system,Ground water,Catawba,CATAWBA,54,4,5,22
NC0181479,PISGAH UNITED METHODIST CHURCH,Transient non-community system,Ground water,Rutherford,RUTHERFORD,35,3,17,13
NC1087003,PIZZA BY THE RIVER,Transient non-community system,Ground water,Swain,BRYSON CITY,100,3,57,18
NC0332528,PLAINVIEW BAPTIST CHURCH,Transient non-community system,Ground water,Durham,DURHAM,90,3,11,17
NC0144534,PLEASANT BALSAM MISS BAPTIST,Transient non-community system,Ground water,Haywood,WAYNESVILLE,40,3,6,11
NC0241431,PLEASANT GARDEN BAPTIST CHURCH,Transient non-community system,Ground water,Guilford,PLEASANT GARDEN,223,7,17,16
NC0241580,PLEASANT GARDEN FAMILY PRACTIC,Transient non-community system,Ground water,Guilford,PLEASANT GARDEN,50,4,9,14
NC0241692,PLEASANT GARDEN SHELL,Transient non-community system,Ground water,Guilford,PLEASANT GARDEN,25,4,4,13
NC0241417,PLEASANT GARDEN UMC,Transient non-community system,Ground water,Guilford,PLEASANT GARDEN,25,5,12,15
NC0175418,PLEASANT GROVE BAPT CHURCH,Transient non-community system,Ground water,Polk,RUTHERFORDTON,50,2,9,17
NC0113445,PLEASANT GROVE BAPTIST CH,Transient non-community system,Ground water,Cabarrus,KANNAPOLIS,25,3,55,19
NC0293462,PLEASANT GROVE BAPTIST CH,Transient non-community system,Ground water,Warren,NORLINA,50,3,40,12
NC0149473,PLEASANT GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Iredell,STONY POINT,45,3,22,19
NC0181509,PLEASANT GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Rutherford,RUTHERFORDTON,60,2,1,11
NC0145582,PLEASANT GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Henderson,ETOWAH,60,3,5,11
NC0197505,PLEASANT GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,RONDA,25,3,1,8
NC0111430,PLEASANT GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Buncombe,FAIRVIEW,100,3,41,19
