PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Chlordane,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Chlordane,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0425127,SANDERSON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,34,Inorganic Chemicals,03,"Monitoring, Regular",MR,N,"Antimony, Total",01-JAN-2014,31-DEC-2016,Returned to Compliance,25-OCT-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Inorganic Chemicals,03,"Monitoring, Regular",MR,N,"Antimony, Total",01-JAN-2014,31-DEC-2016,Returned to Compliance,20-OCT-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0425127,SANDERSON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,34,Inorganic Chemicals,03,"Monitoring, Regular",MR,N,"Beryllium, Total",01-JAN-2014,31-DEC-2016,Returned to Compliance,25-OCT-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Inorganic Chemicals,03,"Monitoring, Regular",MR,N,"Beryllium, Total",01-JAN-2014,31-DEC-2016,Returned to Compliance,20-OCT-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0425127,SANDERSON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,34,Inorganic Chemicals,03,"Monitoring, Regular",MR,N,"Thallium, Total",01-JAN-2014,31-DEC-2016,Returned to Compliance,25-OCT-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Inorganic Chemicals,03,"Monitoring, Regular",MR,N,"Thallium, Total",01-JAN-2014,31-DEC-2016,Returned to Compliance,20-OCT-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Endrin,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Endrin,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Endrin,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,BHC-GAMMA,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,BHC-GAMMA,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,BHC-GAMMA,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Methoxychlor,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Methoxychlor,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Methoxychlor,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Toxaphene,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Toxaphene,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Toxaphene,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dalapon,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dalapon,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dalapon,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,OXAMYL,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,OXAMYL,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,OXAMYL,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Simazine,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Simazine,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Simazine,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Picloram,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Picloram,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Picloram,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dinoseb,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dinoseb,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dinoseb,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-SEP-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0136240,HICKORY GROVE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,69,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,01-JAN-2014,31-DEC-2016,Returned to Compliance,04-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0113158,GREEN OAKS S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,46,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,01-JAN-2014,31-DEC-2016,Returned to Compliance,19-NOV-2019,SOX,State Compliance achieved,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",01-JAN-2014,31-DEC-2016,Returned to Compliance,11-JUL-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0392091,LITTLE JOHN ACRES,Region 4,North Carolina,Community water system,State,Ground water,Active,,63,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",01-JAN-2014,31-DEC-2016,Returned to Compliance,12-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Tetrachloroethylene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Tetrachloroethylene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Tetrachloroethylene,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-JUL-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0392091,LITTLE JOHN ACRES,Region 4,North Carolina,Community water system,State,Ground water,Active,,63,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Tetrachloroethylene,01-JAN-2014,31-DEC-2016,Returned to Compliance,12-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,CHLOROBENZENE,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,CHLOROBENZENE,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,CHLOROBENZENE,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-JUL-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0392091,LITTLE JOHN ACRES,Region 4,North Carolina,Community water system,State,Ground water,Active,,63,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,CHLOROBENZENE,01-JAN-2014,31-DEC-2016,Returned to Compliance,12-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Benzene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Benzene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Benzene,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-JUL-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0392091,LITTLE JOHN ACRES,Region 4,North Carolina,Community water system,State,Ground water,Active,,63,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Benzene,01-JAN-2014,31-DEC-2016,Returned to Compliance,12-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Toluene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Toluene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Toluene,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-JUL-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0392091,LITTLE JOHN ACRES,Region 4,North Carolina,Community water system,State,Ground water,Active,,63,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Toluene,01-JAN-2014,31-DEC-2016,Returned to Compliance,12-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Ethylbenzene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Ethylbenzene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Ethylbenzene,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-JUL-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0392091,LITTLE JOHN ACRES,Region 4,North Carolina,Community water system,State,Ground water,Active,,63,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Ethylbenzene,01-JAN-2014,31-DEC-2016,Returned to Compliance,12-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Styrene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0160196,WESTWOOD MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Styrene,01-JAN-2014,31-DEC-2016,Known,,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0351107,BLACKMON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,52,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Styrene,01-JAN-2014,31-DEC-2016,Returned to Compliance,11-JUL-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0392091,LITTLE JOHN ACRES,Region 4,North Carolina,Community water system,State,Ground water,Active,,63,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Styrene,01-JAN-2014,31-DEC-2016,Returned to Compliance,12-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0188537,TOXAWAY SHORES,Region 4,North Carolina,Community water system,State,Ground water,Active,,64,Radionuclides,03,"Monitoring, Regular",MR,N,"Gross Alpha, Excl. Radon and U",01-JAN-2014,31-DEC-2019,Known,,SIF,State Public Notification received,Y,,3,18-FEB-2020
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Endrin,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,BHC-GAMMA,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Methoxychlor,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Toxaphene,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dalapon,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,OXAMYL,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Simazine,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Picloram,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dinoseb,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Carbofuran,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Atrazine,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,LASSO,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Heptachlor,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Heptachlor epoxide,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,"2,4-D",01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0145420,MOUNTAIN VIEW ASSISTED LIVING,Region 4,North Carolina,Community water system,State,Ground water,Active,,44,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,"2,4,5-TP",01-JAN-2014,31-DEC-2016,Returned to Compliance,25-JAN-2017,SIF,State Public Notification received,Y,,3,22-FEB-2017
NC0425127,SANDERSON`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,34,Arsenic,03,"Monitoring, Regular",MR,N,Arsenic,01-JAN-2014,31-DEC-2016,Returned to Compliance,25-OCT-2017,SOX,State Compliance achieved,Y,,3,22-FEB-2017
